x-axis,1,2
second,Volt,Volt
-500.0000E-06,-2.4522612803E+00,-160.8040184E-03
-499.5000E-06,+2.3894472106E+00,+4.2964823660E+00
-499.0000E-06,+2.4120602757E+00,+4.5025125146E+00
-498.5000E-06,+2.4120602757E+00,+4.7437185422E+00
-498.0000E-06,+2.4522612803E+00,+4.5829145238E+00
-497.5000E-06,+2.4522612803E+00,+4.4623115100E+00
-497.0000E-06,+2.4522612803E+00,+4.5025125146E+00
-496.5000E-06,+2.4522612803E+00,+4.5025125146E+00
-496.0000E-06,+2.4522612803E+00,+4.3417084962E+00
-495.5000E-06,+2.4723617826E+00,+4.3417084962E+00
-495.0000E-06,+2.4522612803E+00,+4.3417084962E+00
-494.5000E-06,+2.4522612803E+00,+4.2613064870E+00
-494.0000E-06,+2.4899497221E+00,+4.1809044778E+00
-493.5000E-06,+2.4522612803E+00,+4.1809044778E+00
-493.0000E-06,+2.4522612803E+00,+4.1005024686E+00
-492.5000E-06,+2.4698492198E+00,+4.0201004595E+00
-492.0000E-06,+2.4522612803E+00,+4.0201004595E+00
-491.5000E-06,+2.4522612803E+00,+3.9748743293E+00
-491.0000E-06,+2.4522612803E+00,+3.9346733247E+00
-490.5000E-06,+2.4723617826E+00,+3.8592964411E+00
-490.0000E-06,+2.4522612803E+00,+3.7788944319E+00
-489.5000E-06,+2.4522612803E+00,+3.7788944319E+00
-489.0000E-06,+2.4522612803E+00,+3.7738693063E+00
-488.5000E-06,+2.4522612803E+00,+3.6984924227E+00
-488.0000E-06,+2.4522612803E+00,+3.6984924227E+00
-487.5000E-06,+2.4522612803E+00,+3.6180904135E+00
-487.0000E-06,+2.4522612803E+00,+3.6180904135E+00
-486.5000E-06,+2.4522612803E+00,+3.5376884043E+00
-486.0000E-06,+2.4522612803E+00,+3.4572863951E+00
-485.5000E-06,+2.4522612803E+00,+3.4572863951E+00
-485.0000E-06,+2.4522612803E+00,+3.3768843859E+00
-484.5000E-06,+2.4522612803E+00,+3.3768843859E+00
-484.0000E-06,+2.4522612803E+00,+3.2964823768E+00
-483.5000E-06,+2.4522612803E+00,+3.2964823768E+00
-483.0000E-06,+2.4522612803E+00,+3.2964823768E+00
-482.5000E-06,+2.4522612803E+00,+3.2160803676E+00
-482.0000E-06,+2.4120602757E+00,+3.2160803676E+00
-481.5000E-06,+2.4296482152E+00,+3.1356783584E+00
-481.0000E-06,+2.4120602757E+00,+3.0552763492E+00
-480.5000E-06,+2.4296482152E+00,+3.0552763492E+00
-480.0000E-06,+2.4120602757E+00,+2.9748743400E+00
