"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)";"Absolute (rad/s)"
7.990383288E1;5.657611787E-2;4.296625033E-3;1.289600611E0;1.290848191E0
7.991382087E1;5.428712815E-2;1.527470537E-3;1.249927282E0;1.251106565E0
7.992380987E1;5.253735185E-2;1.841138117E-3;1.198256612E0;1.199409217E0
7.993379787E1;5.166996270E-2;2.534625120E-3;1.155112028E0;1.156269868E0
7.994378588E1;4.826090112E-2;2.008864656E-3;1.102530718E0;1.103588299E0
7.995377387E1;4.620174691E-2;2.165458165E-3;1.051518917E0;1.052535664E0
7.996376187E1;4.314557090E-2;1.687064767E-3;9.963248372E-1;9.972600301E-1
7.997374988E1;4.206991941E-2;1.417020336E-3;9.395142794E-1;9.404567865E-1
7.998373787E1;3.825901449E-2;4.364103079E-4;8.806553483E-1;8.814861231E-1
7.999372587E1;3.563606739E-2;1.133892685E-3;8.207073212E-1;8.214814192E-1
8.000371387E1;3.276063874E-2;3.522250801E-3;7.606961727E-1;7.614094384E-1
8.001370187E1;3.005459905E-2;2.023689449E-3;6.959922910E-1;6.966438425E-1
8.002368988E1;2.927944995E-2;1.606479287E-3;6.325411797E-1;6.332205073E-1
8.003367887E1;2.627806552E-2;1.772128046E-3;5.646356344E-1;5.652495704E-1
8.004366687E1;2.299944684E-2;4.231445491E-4;4.992597401E-1;4.997893974E-1
8.005365487E1;1.885583624E-2;2.497481182E-3;4.277123213E-1;4.281350368E-1
8.006364288E1;1.472120918E-2;5.420073867E-4;3.592769504E-1;3.595788298E-1
8.007363087E1;1.383810490E-2;-1.635925844E-3;2.902102768E-1;2.905446165E-1
8.008361887E1;9.659184143E-3;1.287228428E-3;2.219211906E-1;2.221350302E-1
8.009360688E1;6.720652804E-3;7.929457352E-4;1.486352533E-1;1.487892283E-1
8.010359487E1;2.698342316E-3;3.494008444E-3;7.865480334E-2;7.877859629E-2
8.011358287E1;6.993734278E-4;-3.923419863E-4;8.323916234E-3;8.362454000E-3
8.012357088E1;-2.713467227E-3;-1.125247218E-3;-6.003570184E-2;6.010752516E-2
8.013355887E1;-4.797657020E-3;8.409470320E-5;-1.339677125E-1;1.340536183E-1
8.014354787E1;-6.722404156E-3;-2.025273629E-3;-2.032674849E-1;2.033886990E-1
8.015353587E1;-1.415582001E-2;1.469858922E-3;-2.748327553E-1;2.752010013E-1
8.016352388E1;-1.591868512E-2;6.238231435E-4;-3.420377076E-1;3.424085091E-1
8.017351187E1;-1.832352020E-2;1.807864755E-3;-4.144735634E-1;4.148823382E-1
8.018349987E1;-2.016558871E-2;2.468097955E-5;-4.807686806E-1;4.811914128E-1
8.019348733E1;-2.389001846E-2;-1.550578512E-3;-5.481831431E-1;5.487056549E-1
8.020347533E1;-2.874560095E-2;-9.947614744E-4;-6.113380194E-1;6.120142752E-1
8.021346333E1;-2.905292995E-2;-2.662698738E-3;-6.783071756E-1;6.789343026E-1
8.022345133E1;-3.144985437E-2;-1.793052070E-3;-7.430047393E-1;7.436722067E-1
8.023343933E1;-3.737778589E-2;-1.083360985E-4;-8.050630689E-1;8.059303043E-1
8.024342733E1;-4.193372279E-2;-2.616412006E-3;-8.649355173E-1;8.659553867E-1
8.025341633E1;-4.301230237E-2;-7.868558168E-5;-9.241647720E-1;9.251651692E-1
8.026340433E1;-4.238172621E-2;-3.310344182E-3;-9.832370281E-1;9.841555886E-1
8.027339233E1;-4.574210197E-2;-1.045858487E-3;-1.037624359E0;1.038632632E0
8.028338033E1;-5.066715926E-2;-1.192864962E-3;-1.091624856E0;1.092800718E0
8.029336833E1;-5.098061264E-2;-4.256831948E-3;-1.141137838E0;1.142283988E0
8.030335633E1;-5.492775142E-2;-5.553701892E-3;-1.189822197E0;1.191102331E0
8.031334433E1;-5.529047549E-2;1.257099211E-5;-1.233418107E0;1.234656739E0
8.032333233E1;-5.707487091E-2;-2.857659943E-3;-1.281051397E0;1.282325384E0
8.033332033E1;-5.927091092E-2;-4.675001372E-3;-1.321045756E0;1.322382996E0
8.034330833E1;-5.951146036E-2;-4.707137123E-3;-1.360322237E0;1.361631507E0
8.035329633E1;-6.057299674E-2;-1.462074928E-3;-1.395100951E0;1.396416088E0
8.036328533E1;-6.352873892E-2;-3.489824012E-3;-1.426942110E0;1.428359851E0
8.037327333E1;-6.484593451E-2;-3.049603663E-3;-1.457980156E0;1.459424692E0
8.038326133E1;-6.464143097E-2;-1.677786931E-4;-1.483641505E0;1.485049043E0
8.039324933E1;-6.800234318E-2;-4.229632206E-3;-1.507815003E0;1.509353601E0
8.040323733E1;-6.809630990E-2;-3.042181022E-3;-1.529351354E0;1.530869663E0
8.041322533E1;-6.950778514E-2;-3.260027617E-3;-1.548992872E0;1.550555023E0
8.042321333E1;-7.096615434E-2;-4.095391370E-3;-1.563942790E0;1.565557414E0
8.043320133E1;-7.049690932E-2;-3.383528441E-3;-1.573879838E0;1.575461522E0
8.044318933E1;-7.155331969E-2;-3.858193289E-3;-1.581196427E0;1.582819290E0
8.045317733E1;-6.984063983E-2;-3.915983718E-3;-1.587175488E0;1.588716174E0
8.046316633E1;-7.174348086E-2;-2.631681971E-3;-1.588803649E0;1.590424814E0
8.047315433E1;-7.360662520E-2;-6.138531957E-3;-1.585147738E0;1.586867660E0
8.048314233E1;-7.052268833E-2;-2.846598625E-3;-1.580738068E0;1.582312988E0
8.049313033E1;-6.849788129E-2;-1.079590991E-3;-1.570661902E0;1.572155189E0
8.050311833E1;-6.969845295E-2;-3.331526183E-3;-1.561491370E0;1.563049671E0
8.051310633E1;-6.815275550E-2;-5.760328844E-3;-1.549773216E0;1.551281729E0
8.052309433E1;-7.079496980E-2;-1.976527274E-3;-1.531043291E0;1.532680460E0
8.053308233E1;-6.693471968E-2;-3.156839870E-3;-1.508046985E0;1.509535005E0
8.054307033E1;-6.674204767E-2;-5.669318605E-3;-1.488288045E0;1.489794599E0
8.055305833E1;-6.758094579E-2;-1.267112792E-3;-1.460092902E0;1.461656619E0
8.056304633E1;-6.202417985E-2;-1.101412810E-3;-1.429771185E0;1.431116296E0
8.057303533E1;-6.169234961E-2;-5.174451042E-3;-1.394477129E0;1.395850703E0
8.058302333E1;-5.599651486E-2;-1.607768238E-3;-1.359825850E0;1.360979256E0
8.059301133E1;-5.768895522E-2;-9.390478954E-4;-1.323652387E0;1.324909257E0
8.060299933E1;-5.886349827E-2;-4.296512809E-3;-1.282665491E0;1.284022637E0
8.061298733E1;-5.477261543E-2;-6.992697250E-3;-1.238938808E0;1.240168661E0
8.062297533E1;-5.104181170E-2;1.643169671E-4;-1.192073226E0;1.193165483E0
8.063296333E1;-4.690325633E-2;-4.901281558E-3;-1.143420219E0;1.144392300E0
8.064295133E1;-4.847516119E-2;-3.080725670E-3;-1.093848586E0;1.094926510E0
8.065293933E1;-4.514621198E-2;-2.384309657E-3;-1.040279627E0;1.041261527E0
8.066292733E1;-4.325389117E-2;-2.192918211E-3;-9.848930240E-1;9.858448035E-1
8.067291533E1;-4.154866934E-2;-4.095213953E-3;-9.263929725E-1;9.273332746E-1
8.068290433E1;-4.297725111E-2;2.036262304E-4;-8.696534634E-1;8.707147822E-1
8.069289233E1;-3.348281607E-2;4.201410338E-4;-8.078849316E-1;8.085785912E-1
8.070288033E1;-3.287161142E-2;-5.608238280E-4;-7.437121868E-1;7.444384959E-1
8.071286833E1;-3.237759322E-2;-2.740087919E-3;-6.829002500E-1;6.836728516E-1
8.072285633E1;-2.673227526E-2;3.002332523E-4;-6.171603203E-1;6.177390757E-1
8.073284433E1;-2.656609379E-2;3.102145158E-3;-5.530558825E-1;5.537022573E-1
8.074283233E1;-2.012104541E-2;-1.023622230E-3;-4.836471677E-1;4.840666143E-1
8.075282033E1;-1.870903745E-2;-1.887285151E-3;-4.162436128E-1;4.166681354E-1
8.076280833E1;-1.695140451E-2;-1.117587090E-7;-3.462149203E-1;3.466296599E-1
8.077279633E1;-1.458731666E-2;-1.359389164E-3;-2.780646384E-1;2.784503203E-1
8.078278433E1;-8.893819526E-3;-2.035529353E-3;-2.060145140E-1;2.062164479E-1
8.079277333E1;-5.260202568E-3;-5.564093590E-4;-1.375361085E-1;1.376377872E-1
8.080276133E1;-4.064755049E-3;1.143774949E-3;-6.601849198E-2;6.615339552E-2
8.081274933E1;1.587538049E-3;-2.642385662E-4;3.141138004E-3;3.529425879E-3
8.082273733E1;4.293163307E-3;-4.222122952E-4;7.560210675E-2;7.572508210E-2
8.083272533E1;7.482032292E-3;-5.176663399E-5;1.435755789E-1;1.437704085E-1
8.084271333E1;8.284762502E-3;-7.389141247E-4;2.166102827E-1;2.167699191E-1
8.085270133E1;1.313571073E-2;-1.011622138E-3;2.847296596E-1;2.850342950E-1
8.086268933E1;1.850293949E-2;1.480848528E-3;3.552122116E-1;3.556968751E-1
8.087267733E1;2.101483196E-2;1.514937729E-3;4.271833301E-1;4.277026019E-1
8.088266533E1;2.550095320E-2;3.669550642E-4;4.920199513E-1;4.926804906E-1
8.089265433E1;2.811617777E-2;-1.031471416E-3;5.603992939E-1;5.611051167E-1
8.090264233E1;2.722058818E-2;1.315677539E-3;6.254087687E-1;6.260022519E-1
8.091263033E1;2.991410717E-2;5.383016542E-4;6.912242174E-1;6.918714204E-1
8.092261833E1;3.094269708E-2;8.565159515E-4;7.531098127E-1;7.537456959E-1
8.093260633E1;3.710711747E-2;8.751582354E-4;8.147212863E-1;8.155663544E-1
8.094259433E1;3.853963315E-2;2.601951361E-3;8.751859665E-1;8.760379840E-1
8.095258233E1;4.051623121E-2;-5.158111453E-4;9.347014427E-1;9.355792954E-1
8.096257033E1;4.241254926E-2;1.927333884E-3;9.906020761E-1;9.915114785E-1
8.097255833E1;4.468822107E-2;1.602695324E-3;1.045191288E0;1.046147425E0
8.098254633E1;4.731755704E-2;3.023048863E-3;1.099553466E0;1.100575265E0
8.099253433E1;5.059750378E-2;2.197469585E-3;1.148949504E0;1.150065172E0
8.100252333E1;5.472885072E-2;2.394845709E-3;1.195807576E0;1.197061712E0
8.101251133E1;5.437278748E-2;3.915244713E-3;1.242354751E0;1.243550182E0
8.102249933E1;5.799519271E-2;1.942534000E-3;1.285779476E0;1.287088217E0
8.103248733E1;6.286984682E-2;1.504178159E-3;1.326345325E0;1.327835381E0
8.104247533E1;6.046840549E-2;3.762803972E-3;1.366241097E0;1.367583754E0
8.105246333E1;6.174512953E-2;3.675717860E-3;1.399197936E0;1.400564471E0
8.106245133E1;6.567288935E-2;1.989050768E-3;1.428342581E0;1.429852934E0
8.107243933E1;6.646730751E-2;3.346996382E-3;1.462738156E0;1.464251351E0
8.108242733E1;6.483230740E-2;3.021682613E-3;1.487993360E0;1.489408136E0
8.109241533E1;6.652874500E-2;9.899567813E-4;1.509994507E0;1.511459713E0
8.110240333E1;6.877989322E-2;7.182673551E-3;1.529547572E0;1.531110068E0
8.111239233E1;6.863555312E-2;5.196754821E-3;1.548319459E0;1.549848700E0
8.112238033E1;6.713865697E-2;2.070206217E-3;1.563591361E0;1.565033491E0
8.113236833E1;7.004735619E-2;1.727458090E-3;1.572072744E0;1.573633480E0
8.114235633E1;6.789962202E-2;5.065977573E-3;1.583036423E0;1.584500028E0
8.115234433E1;6.758057326E-2;3.273670562E-3;1.583612442E0;1.585057165E0
8.116233233E1;7.034764439E-2;6.248759106E-3;1.587279677E0;1.588850091E0
8.117232033E1;6.758195162E-2;2.505418845E-3;1.583666563E0;1.585109895E0
8.118230833E1;6.951025128E-2;1.708319411E-3;1.578993797E0;1.580523965E0
8.119229725E1;6.836190075E-2;2.549878322E-3;1.569257498E0;1.570747894E0
8.120228525E1;6.731364876E-2;3.937454894E-3;1.557823658E0;1.559282264E0
8.121227325E1;6.711604446E-2;4.180867225E-3;1.541784286E0;1.543250086E0
8.122226225E1;6.790503860E-2;1.265753992E-3;1.525427222E0;1.526938410E0
8.123225025E1;6.970320642E-2;2.417837270E-3;1.505438566E0;1.507053303E0
8.124223825E1;6.747213751E-2;7.879305631E-4;1.479085803E0;1.480624167E0
8.125222625E1;6.568488479E-2;5.333946086E-3;1.453214526E0;1.454708017E0
8.126221425E1;6.581879407E-2;3.863845952E-3;1.422623158E0;1.424150165E0
8.127220225E1;6.140885875E-2;6.866939366E-4;1.387353301E0;1.388711886E0
8.128219025E1;5.881731585E-2;3.663644195E-3;1.352747321E0;1.354030359E0
8.129217825E1;5.852649733E-2;2.814895473E-3;1.312896490E0;1.314203359E0
8.130216625E1;5.630727112E-2;4.689886235E-3;1.273212552E0;1.274465655E0
8.131215425E1;5.659408867E-2;3.561238758E-3;1.229128242E0;1.230435617E0
8.132214225E1;5.283587798E-2;-1.732399687E-4;1.180033326E0;1.181215607E0
8.133213125E1;5.224651843E-2;3.947734833E-3;1.133051515E0;1.134262323E0
8.134211925E1;4.600264877E-2;2.782850526E-3;1.083518863E0;1.084498554E0
8.135210725E1;4.228967056E-2;-6.753019989E-5;1.030086040E0;1.030953768E0
8.136209525E1;4.457771033E-2;8.391328156E-4;9.724528790E-1;9.734744363E-1
8.137208325E1;4.044421762E-2;1.461247914E-3;9.124601483E-1;9.133572096E-1
8.138207125E1;3.795263916E-2;1.005455852E-3;8.573085070E-1;8.581487574E-1
8.139205925E1;3.303165734E-2;3.042630851E-6;7.963370681E-1;7.970218419E-1
8.140204725E1;3.135428578E-2;2.317613922E-3;7.325403690E-1;7.332147399E-1
8.141203525E1;2.628735825E-2;3.370627761E-3;6.680455208E-1;6.685710166E-1
8.142202325E1;2.663143724E-2;1.235568896E-3;6.038513184E-1;6.044395543E-1
8.143201225E1;2.245480195E-2;-1.004681922E-3;5.393181443E-1;5.397863358E-1
8.144200025E1;2.047188021E-2;4.889937118E-4;4.715839326E-1;4.720283281E-1
8.145198825E1;1.740232110E-2;7.758159190E-4;4.040863812E-1;4.044616745E-1
8.146197625E1;1.493527740E-2;-2.245201729E-3;3.339796662E-1;3.343209848E-1
8.147196425E1;9.303756058E-3;9.844135493E-4;2.605382204E-1;2.607061435E-1
8.148195225E1;7.105899975E-3;-6.500221789E-4;1.946808398E-1;1.948115646E-1
8.149194025E1;4.319168627E-3;3.091985360E-3;1.257478446E-1;1.258599857E-1
8.150192825E1;2.903618850E-3;6.196303293E-4;5.677403510E-2;5.685161392E-2
8.151191625E1;-1.908180537E-3;-1.223810017E-3;-1.770712435E-2;1.785164185E-2
8.152190425E1;-3.382985946E-3;-8.216360584E-4;-8.615438640E-2;8.622469470E-2
8.153189225E1;-8.180404082E-3;9.400444105E-4;-1.604163647E-1;1.606275591E-1
8.154188125E1;-9.861923754E-3;-3.535930067E-3;-2.267722189E-1;2.270140957E-1
8.155186925E1;-1.362816617E-2;-6.376113743E-4;-2.997007668E-1;3.000111383E-1
8.156185725E1;-1.598002762E-2;-1.393347047E-3;-3.693715930E-1;3.697197268E-1
8.157184525E1;-1.896143705E-2;-1.794779673E-4;-4.353370368E-1;4.357498181E-1
8.158183325E1;-2.351890504E-2;-1.373905689E-3;-5.047366023E-1;5.052861211E-1
8.159182125E1;-2.615357004E-2;1.904349774E-4;-5.711497068E-1;5.717482253E-1
8.160180925E1;-2.697903290E-2;-7.521100342E-4;-6.343283057E-1;6.349022234E-1
8.161179725E1;-3.106512129E-2;-1.625893638E-3;-7.012996078E-1;7.019891916E-1
8.162178525E1;-3.504209965E-2;-2.401282080E-3;-7.652147412E-1;7.660204404E-1
8.163177325E1;-3.533744067E-2;-2.733990550E-5;-8.257039189E-1;8.264597372E-1
8.164176225E1;-4.074310139E-2;-4.758249968E-3;-8.851412535E-1;8.860912368E-1
8.165175025E1;-4.065548256E-2;-2.481780015E-3;-9.423938990E-1;9.432737081E-1
8.166173825E1;-4.429051280E-2;-1.519455574E-3;-9.998359680E-1;1.000817626E0
8.167172625E1;-4.561463743E-2;-3.780478612E-3;-1.053559422E0;1.054553196E0
8.168171425E1;-4.905167222E-2;-3.732737154E-3;-1.104116440E0;1.105211795E0
8.169170225E1;-5.125863105E-2;-1.887166873E-3;-1.158536911E0;1.159671843E0
8.170169025E1;-5.255249143E-2;-5.186398048E-3;-1.201303840E0;1.202463961E0
8.171167825E1;-5.641833693E-2;-1.401780173E-3;-1.249337196E0;1.250611220E0
8.172166625E1;-5.681326985E-2;-4.447405227E-3;-1.288982868E0;1.290241978E0
8.173165425E1;-6.009907648E-2;-2.014075406E-3;-1.332439542E0;1.333795745E0
8.174164225E1;-5.929969624E-2;-3.840810619E-3;-1.371863842E0;1.373150249E0
8.175163025E1;-6.142330170E-2;-2.509763464E-3;-1.403079033E0;1.404425111E0
8.176161925E1;-6.490916759E-2;-3.969918936E-3;-1.436509848E0;1.437981051E0
8.177160725E1;-6.249395013E-2;-5.809630733E-3;-1.466135144E0;1.467477941E0
8.178159525E1;-6.769586354E-2;-1.933594234E-3;-1.489901185E0;1.491439576E0
8.179158325E1;-6.633871794E-2;-5.924607627E-3;-1.513066411E0;1.514531575E0
8.180157125E1;-6.690153480E-2;-1.153396443E-3;-1.531293392E0;1.532754579E0
8.181155925E1;-6.963499635E-2;-4.552389029E-3;-1.549951196E0;1.551521339E0
8.182154725E1;-6.886980683E-2;-5.089371465E-3;-1.562723041E0;1.564248143E0
8.183153525E1;-6.960696727E-2;-1.236576587E-3;-1.571143985E0;1.572685627E0
8.184152325E1;-7.404064387E-2;-3.316728398E-4;-1.578328848E0;1.580064581E0
8.185151125E1;-6.895480305E-2;-4.649189301E-3;-1.585029602E0;1.586535603E0
8.186150025E1;-7.224272192E-2;-2.618631348E-3;-1.583414674E0;1.585064004E0
8.187148825E1;-6.939712912E-2;-7.837135345E-4;-1.581974149E0;1.583495748E0
8.188147625E1;-7.172188908E-2;-3.264464438E-3;-1.573570132E0;1.575207176E0
8.189146425E1;-6.911678612E-2;-6.571844220E-3;-1.566879988E0;1.568417424E0
8.190145225E1;-6.888166070E-2;-4.946179688E-4;-1.552680254E0;1.554207483E0
8.191144025E1;-6.762810796E-2;-3.921040799E-3;-1.539900184E0;1.541389474E0
8.192142825E1;-6.603996456E-2;-4.455644637E-3;-1.519062757E0;1.520504124E0
8.193141625E1;-6.606525928E-2;-1.142139547E-3;-1.498407245E0;1.499863392E0
8.194140425E1;-6.205509976E-2;-2.771567553E-3;-1.473144054E0;1.474453093E0
8.195139225E1;-6.714893132E-2;-8.772734553E-3;-1.444062352E0;1.445649341E0
8.196138025E1;-6.168057024E-2;-5.957148969E-4;-1.413361192E0;1.414706579E0
8.197136925E1;-6.105685607E-2;-1.317697577E-3;-1.379872799E0;1.381223594E0
8.198135725E1;-6.037539989E-2;-6.046297029E-3;-1.344467282E0;1.345835807E0
8.199134525E1;-5.747841299E-2;-4.048393574E-3;-1.301916838E0;1.303191317E0
8.200133325E1;-5.841255561E-2;2.179183066E-4;-1.261716604E0;1.263068036E0
8.201132125E1;-5.537948385E-2;-5.832517520E-3;-1.216019154E0;1.217293509E0
8.202130925E1;-5.025198311E-2;-5.152399186E-3;-1.169796348E0;1.170886546E0
8.203129725E1;-5.162963271E-2;-2.601889893E-3;-1.121390820E0;1.122581738E0
8.204128525E1;-4.846290872E-2;-2.339905128E-3;-1.070734024E0;1.071832766E0
8.205127325E1;-4.666341096E-2;-4.036339000E-3;-1.017103553E0;1.018181420E0
8.206126125E1;-4.004850611E-2;-1.487375237E-3;-9.599069357E-1;9.607431604E-1
8.207124925E1;-4.403472319E-2;-1.974467188E-3;-9.008771777E-1;9.019549017E-1
8.208123825E1;-4.006182030E-2;-1.613256522E-3;-8.428844213E-1;8.438374842E-1
8.209122625E1;-3.869774938E-2;-3.237784840E-3;-7.836016417E-1;7.845632746E-1
8.210121425E1;-3.160539642E-2;-1.260808669E-3;-7.202482224E-1;7.209424336E-1
8.211120225E1;-2.810307220E-2;-6.048716605E-4;-6.544007659E-1;6.550042068E-1
8.212119025E1;-2.790062129E-2;-1.528949477E-3;-5.902857184E-1;5.909467080E-1
8.213117825E1;-2.348163724E-2;-3.291955218E-4;-5.248835683E-1;5.254086561E-1
8.214116625E1;-1.866024174E-2;-1.231829636E-3;-4.581203163E-1;4.585018497E-1
8.215115425E1;-1.712812483E-2;-1.575099304E-4;-3.899987936E-1;3.903747641E-1
8.216114225E1;-1.439619623E-2;-1.285084523E-3;-3.214597702E-1;3.217845331E-1
8.217113025E1;-1.277193427E-2;-1.575369388E-3;-2.509509921E-1;2.512807285E-1
8.218111825E1;-7.056258153E-3;-1.176957041E-3;-1.811220795E-1;1.812632993E-1
8.219110683E1;-2.226881683E-3;-1.715714112E-3;-1.105195656E-1;1.105553122E-1
8.220109483E1;8.156211115E-4;5.290498957E-4;-3.982979432E-2;3.984165718E-2
8.221108283E1;1.742134802E-3;3.663171083E-5;2.952717431E-2;2.957854625E-2
8.222107083E1;5.247427151E-3;-1.041749492E-4;1.007265449E-1;1.008631904E-1
8.223105883E1;7.630423643E-3;3.727972507E-4;1.723575890E-1;1.725268119E-1
8.224104683E1;1.224255562E-2;-1.714944839E-3;2.430044562E-1;2.433186941E-1
8.225103483E1;1.545033231E-2;3.522694111E-3;3.139390647E-1;3.143387639E-1
8.226102283E1;1.502504945E-2;-1.013538800E-3;3.801432550E-1;3.804414195E-1
8.227101083E1;2.277697809E-2;1.003273763E-3;4.485076666E-1;4.490867670E-1
8.228099883E1;2.249319851E-2;1.282029785E-3;5.155497193E-1;5.160417625E-1
8.229098683E1;2.718675509E-2;1.291084103E-3;5.812253952E-1;5.818623090E-1
8.230097583E1;2.924203873E-2;2.853209153E-3;6.470710635E-1;6.477377547E-1
8.231096383E1;3.202317655E-2;8.236141875E-4;7.121938467E-1;7.129139061E-1
8.232095183E1;3.418292105E-2;-5.288822576E-4;7.756827474E-1;7.764357516E-1
8.233093983E1;3.621091694E-2;1.986206509E-3;8.356699347E-1;8.364564635E-1
8.234092783E1;3.892076761E-2;1.747164875E-3;8.960834146E-1;8.969299664E-1
8.235091583E1;4.098605365E-2;1.378171146E-4;9.521384239E-1;9.530201750E-1
8.236090383E1;4.361435026E-2;4.461063072E-3;1.008951068E0;1.009903149E0
8.237089183E1;5.048477277E-2;3.927898593E-3;1.063349605E0;1.064554612E0
8.238087983E1;4.959455878E-2;1.343234442E-3;1.115717411E0;1.116819934E0
8.239086783E1;5.373790115E-2;4.188822582E-3;1.165730357E0;1.166975824E0
8.240085583E1;5.534807593E-2;5.835425109E-4;1.212732077E0;1.213994580E0
8.241084483E1;5.402874574E-2;3.029122949E-3;1.257339716E0;1.258503652E0
8.242083283E1;5.642623082E-2;1.002972014E-3;1.296679854E0;1.297907381E0
8.243082083E1;5.826168135E-2;1.477280632E-3;1.337380648E0;1.338649918E0
8.244080883E1;6.270759553E-2;3.816707060E-3;1.375378966E0;1.376813027E0
8.245079683E1;6.521922350E-2;3.113366663E-3;1.406132579E0;1.407647708E0
8.246078483E1;6.664797664E-2;3.366527148E-3;1.439332843E0;1.440879009E0
8.247077283E1;6.720910966E-2;1.404576004E-3;1.467533350E0;1.469072214E0
8.248076083E1;6.624628603E-2;6.412276998E-3;1.492471576E0;1.493954849E0
8.249074883E1;6.682285666E-2;2.322193235E-3;1.514463425E0;1.515938703E0
8.250073683E1;6.873736531E-2;2.571394667E-3;1.534118414E0;1.535659710E0
8.251072483E1;6.422170997E-2;6.881188601E-3;1.550300241E0;1.551645132E0
8.252071383E1;6.994686276E-2;1.642236486E-3;1.562096357E0;1.563662460E0
8.253070183E1;6.657503545E-2;6.288386881E-3;1.572502136E0;1.573923361E0
8.254068983E1;6.719664484E-2;1.415971667E-3;1.579195261E0;1.580624897E0
8.255067783E1;6.781689823E-2;3.369133919E-3;1.582134962E0;1.583591336E0
8.256066583E1;6.983280182E-2;1.567824744E-3;1.583011746E0;1.584552072E0
8.257065383E1;7.022321224E-2;1.173410565E-3;1.576998115E0;1.578561285E0
8.258064183E1;7.022447884E-2;5.116578192E-3;1.571480989E0;1.573057582E0
8.259062983E1;6.838103384E-2;1.403598115E-3;1.561689615E0;1.563186614E0
8.260061783E1;6.648737192E-2;9.614620358E-4;1.546006560E0;1.547435873E0
8.261060583E1;6.870445609E-2;3.193989396E-3;1.534150720E0;1.535691679E0
8.262059383E1;6.980832666E-2;4.177620634E-3;1.513633251E0;1.515247925E0
8.263058283E1;6.854705513E-2;1.085423864E-3;1.489861965E0;1.491438417E0
8.264057083E1;6.306324899E-2;4.341831431E-3;1.467164636E0;1.468525755E0
8.265055883E1;6.330080330E-2;2.001711167E-3;1.436228275E0;1.437623962E0
8.266054683E1;6.882869452E-2;3.076190129E-3;1.406535745E0;1.408222160E0
8.267053483E1;6.387388706E-2;2.889769152E-3;1.370661616E0;1.372152138E0
8.268052283E1;5.956200883E-2;4.255818203E-4;1.335417032E0;1.336744727E0
8.269051083E1;5.785492435E-2;1.275928691E-3;1.296443343E0;1.297734242E0
8.270049883E1;5.508888513E-2;5.936920643E-4;1.252094746E0;1.253306184E0
8.271048683E1;5.393840000E-2;3.253391013E-3;1.209108114E0;1.210314987E0
8.272047483E1;5.288856477E-2;1.647065394E-3;1.161234379E0;1.162439330E0
8.273046283E1;5.137909204E-2;2.262256108E-3;1.112185597E0;1.113374031E0
8.274045183E1;4.506408423E-2;1.598646864E-3;1.060389400E0;1.061347731E0
8.275043983E1;4.408697039E-2;2.286009490E-3;1.006777883E0;1.007745301E0
8.276042783E1;4.107702523E-2;3.438552842E-3;9.479062557E-1;9.488020949E-1
8.277041583E1;3.923172131E-2;1.581796445E-3;8.906531334E-1;8.915181625E-1
8.278040383E1;3.453058004E-2;2.355529927E-3;8.314523101E-1;8.321723700E-1
8.279039183E1;3.172600269E-2;8.782744408E-4;7.719096541E-1;7.725618582E-1
8.280037983E1;3.127378225E-2;2.957793884E-3;7.074144483E-1;7.081115729E-1
8.281036783E1;2.707077935E-2;5.183387548E-4;6.446839571E-1;6.452522765E-1
8.282035583E1;2.526029944E-2;4.789512604E-4;5.796243548E-1;5.801747192E-1
8.283034383E1;2.321232855E-2;1.105327159E-3;5.129271150E-1;5.134532688E-1
8.284033183E1;2.078795806E-2;6.892904639E-4;4.452633560E-1;4.457488873E-1
8.285032083E1;1.507787500E-2;2.016343176E-3;3.778438270E-1;3.781499247E-1
8.286030883E1;1.438497007E-2;2.522110939E-3;3.074479401E-1;3.077946138E-1
8.287029683E1;1.074443012E-2;-3.426522017E-4;2.361151874E-1;2.363597722E-1
8.288028483E1;6.702461746E-3;1.532090828E-4;1.679838598E-1;1.681175886E-1
8.289027283E1;4.433980677E-3;2.986183390E-4;9.776641428E-2;9.786736494E-2
8.290026083E1;3.493828699E-3;1.664781012E-3;2.518092655E-2;2.547660489E-2
8.291024883E1;3.970880061E-5;-3.837225959E-4;-4.624611884E-2;4.624772781E-2
8.292023683E1;-3.972109873E-3;-1.851553097E-3;-1.168767065E-1;1.169588407E-1
8.293022483E1;-7.153788581E-3;-1.179371960E-3;-1.835777014E-1;1.837208210E-1
8.294021283E1;-1.205756702E-2;-1.100024208E-3;-2.551383972E-1;2.554255209E-1
8.295020083E1;-1.372497156E-2;-1.201757230E-3;-3.265569210E-1;3.268474288E-1
8.296018983E1;-1.591692865E-2;-3.093026578E-3;-3.942802846E-1;3.946135556E-1
8.297017783E1;-2.134205401E-2;-2.751609311E-3;-4.620103538E-1;4.625112125E-1
8.298016583E1;-2.289458178E-2;-1.153163612E-3;-5.281092525E-1;5.286065401E-1
8.299015383E1;-2.440539375E-2;-4.072124138E-4;-5.948904157E-1;5.953909604E-1
8.300014183E1;-3.073208965E-2;-2.283221111E-4;-6.588821411E-1;6.595985062E-1
8.301012983E1;-3.115420043E-2;-3.000140190E-3;-7.234637737E-1;7.241404677E-1
8.302011783E1;-3.395361081E-2;-2.679455094E-3;-7.860452533E-1;7.867827955E-1
