"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)";"Absolute (rad/s)"
4.290783162E1;-6.593864411E-2;-8.235620335E-4;-1.451174140E0;1.452671665E0
4.291781962E1;-6.106612831E-2;-2.184170298E-3;-1.409470439E0;1.410794372E0
4.292780762E1;-6.107413769E-2;-6.634608842E-3;-1.362128615E0;1.363513268E0
4.293779562E1;-5.819685757E-2;-5.599438213E-3;-1.316025615E0;1.317323668E0
4.294778462E1;-5.696632341E-2;-1.232290640E-3;-1.266123056E0;1.267404543E0
4.295777262E1;-5.216997117E-2;-2.729785629E-3;-1.207795262E0;1.208924544E0
4.296776063E1;-5.015100911E-2;-4.203548655E-3;-1.155503869E0;1.156599319E0
4.297774862E1;-4.981891438E-2;5.182353780E-4;-1.097044826E0;1.098175552E0
4.298773663E1;-4.726572707E-2;-3.502718173E-3;-1.040436864E0;1.041515812E0
4.299772462E1;-4.215751961E-2;-4.720581695E-3;-9.763337374E-1;9.772548834E-1
4.300771363E1;-4.216781259E-2;-1.639964059E-3;-9.124673009E-1;9.134426031E-1
4.301770162E1;-3.973741084E-2;-2.642909996E-3;-8.474323750E-1;8.483676543E-1
4.302768962E1;-3.602159396E-2;-3.151713870E-3;-7.817184329E-1;7.825542773E-1
4.303767762E1;-3.121272661E-2;-6.826967001E-4;-7.091313004E-1;7.098182173E-1
4.304766562E1;-3.107297048E-2;-1.275737770E-3;-6.385933757E-1;6.393501830E-1
4.305765363E1;-2.562307753E-2;-3.108258359E-3;-5.689485669E-1;5.695337349E-1
4.306764262E1;-2.329411358E-2;-8.080443367E-4;-4.965296686E-1;4.970764332E-1
4.307763062E1;-2.048661001E-2;1.887341030E-3;-4.233904779E-1;4.238900329E-1
4.308761862E1;-1.330201142E-2;-2.125762403E-3;-3.504874408E-1;3.507462167E-1
4.309760663E1;-9.927520528E-3;-3.063728102E-3;-2.753580511E-1;2.755539845E-1
4.310759462E1;-1.102496125E-2;-2.175757661E-3;-1.986965239E-1;1.990140505E-1
4.311758262E1;-6.733543240E-3;9.145746008E-4;-1.218486205E-1;1.220379587E-1
4.312757162E1;-1.998475287E-3;5.590068176E-4;-4.670973122E-2;4.675580587E-2
4.313755962E1;-1.732691657E-3;2.056052908E-4;2.899062075E-2;2.904308154E-2
4.314754762E1;6.049179472E-3;8.039232343E-4;1.068052724E-1;1.069794610E-1
4.315753575E1;8.991173469E-3;-1.347378828E-3;1.796752214E-1;1.799050912E-1
4.316752375E1;1.264825370E-2;-1.800721511E-4;2.590484023E-1;2.593570618E-1
4.317751175E1;1.575642824E-2;-4.708888009E-4;3.330848217E-1;3.334576213E-1
4.318749975E1;1.833612286E-2;-4.574786872E-4;4.088551998E-1;4.092664134E-1
4.319748875E1;2.543957345E-2;4.876777530E-4;4.790023267E-1;4.796776404E-1
4.320747675E1;2.589926496E-2;2.333166078E-3;5.535382032E-1;5.541486786E-1
4.321746475E1;2.992383391E-2;7.656300440E-4;6.262025237E-1;6.269175566E-1
4.322745275E1;3.144268692E-2;1.918724738E-3;6.943236589E-1;6.950378892E-1
4.323744075E1;3.126958385E-2;9.876843542E-4;7.642662525E-1;7.649063127E-1
4.324742875E1;3.771238774E-2;2.833782695E-3;8.313534260E-1;8.322131779E-1
4.325741775E1;3.989991173E-2;1.785562374E-3;8.965886235E-1;8.974777719E-1
4.326740575E1;4.086105153E-2;-4.023453221E-4;9.612427354E-1;9.621108999E-1
4.327739375E1;4.394845292E-2;1.987841912E-3;1.022875428E0;1.023821058E0
4.328738175E1;5.053118616E-2;2.379758283E-3;1.084729791E0;1.085908736E0
4.329736975E1;5.187235400E-2;1.645791344E-3;1.142184854E0;1.143363323E0
4.330735775E1;5.316348746E-2;3.605262376E-3;1.197243214E0;1.198428415E0
4.331734675E1;5.536166206E-2;3.386883065E-3;1.251260161E0;1.252488873E0
4.332733475E1;5.808723345E-2;4.045356065E-3;1.303283691E0;1.304583793E0
4.333732275E1;6.001642719E-2;3.682632931E-3;1.350671172E0;1.352008931E0
4.334731075E1;6.392647326E-2;5.889860913E-3;1.397864699E0;1.399338059E0
4.335729875E1;6.272459030E-2;1.280994155E-3;1.442524076E0;1.443887712E0
4.336728675E1;6.165786088E-2;1.358550973E-3;1.481084108E0;1.482367591E0
4.337727575E1;6.899540126E-2;4.764999263E-3;1.516151786E0;1.517728338E0
4.338726375E1;6.919637322E-2;4.010384902E-3;1.550923705E0;1.552471758E0
4.339725175E1;7.343319803E-2;1.781320199E-3;1.582766294E0;1.584469864E0
4.340723975E1;7.202105224E-2;3.368087113E-3;1.609470725E0;1.611084849E0
4.341722775E1;7.291454822E-2;1.446350478E-3;1.632035494E0;1.633664126E0
4.342721575E1;7.258938253E-2;1.611087471E-3;1.654853940E0;1.656446008E0
4.343720475E1;7.171080261E-2;2.378876321E-3;1.673709631E0;1.675246856E0
4.344719275E1;7.399077713E-2;4.245404154E-3;1.687844872E0;1.689471211E0
4.345718075E1;7.311858982E-2;6.843850017E-3;1.698195338E0;1.699782508E0
4.346716875E1;7.283990830E-2;1.479273662E-3;1.703645110E0;1.705202188E0
4.347715675E1;7.463194430E-2;2.934957854E-3;1.708076119E0;1.709708329E0
4.348714475E1;7.752940804E-2;6.033057347E-3;1.707636833E0;1.709406552E0
4.349713275E1;7.513388991E-2;2.401489764E-4;1.703922033E0;1.705577748E0
4.350712175E1;7.631878555E-2;1.710816287E-3;1.698316336E0;1.700031135E0
4.351710975E1;7.600586116E-2;4.582236521E-3;1.688820839E0;1.690536517E0
4.352709775E1;7.569108903E-2;4.594906233E-3;1.673804164E0;1.675521004E0
4.353708575E1;7.407641411E-2;3.627379425E-3;1.659351468E0;1.661008058E0
4.354707375E1;7.395641506E-2;2.105674706E-3;1.635956049E0;1.637628218E0
4.355706175E1;7.361499965E-2;2.419129014E-3;1.611198783E0;1.612881440E0
4.356705075E1;7.160286605E-2;3.001537174E-3;1.585398912E0;1.587017861E0
4.357703875E1;7.048780471E-2;1.857709140E-3;1.552608013E0;1.554208359E0
4.358702675E1;7.204653323E-2;3.485280089E-3;1.519832373E0;1.521543063E0
4.359701475E1;6.650769711E-2;3.390471451E-3;1.484260201E0;1.485753383E0
4.360700275E1;6.564991921E-2;2.116864547E-3;1.446022391E0;1.447513437E0
4.361699075E1;6.397346407E-2;1.659865491E-3;1.401622176E0;1.403082351E0
4.362697975E1;5.891439319E-2;3.867159598E-3;1.360036969E0;1.361317898E0
4.363696775E1;5.811757594E-2;1.077498309E-3;1.311432242E0;1.312719825E0
4.364695575E1;5.492422730E-2;-1.357481815E-3;1.257857919E0;1.259057210E0
4.365694375E1;5.200114101E-2;3.187116235E-4;1.202648759E0;1.203772511E0
4.366693175E1;4.928482696E-2;3.734499216E-3;1.148964286E0;1.150026900E0
4.367691975E1;4.600913823E-2;1.228464767E-3;1.090059996E0;1.091031230E0
4.368690875E1;4.338268191E-2;-6.118398160E-4;1.031185031E0;1.032097379E0
4.369689675E1;4.207347333E-2;2.707789652E-3;9.706287980E-1;9.715440149E-1
4.370688475E1;3.893443942E-2;4.443288781E-3;9.063045382E-1;9.071513377E-1
4.371687275E1;3.407549858E-2;1.860287972E-3;8.425554037E-1;8.432462325E-1
4.372686075E1;3.208360821E-2;1.735469326E-3;7.715175152E-1;7.721862768E-1
4.373684875E1;3.185750544E-2;1.345316879E-3;7.048948407E-1;7.056156510E-1
4.374683675E1;2.783458307E-2;1.112101600E-3;6.336612701E-1;6.342732897E-1
4.375682575E1;2.610459551E-2;7.259426638E-4;5.613237023E-1;5.619308460E-1
4.376681375E1;2.112331055E-2;1.577714458E-3;4.887245893E-1;4.891834090E-1
4.377680175E1;1.881541684E-2;1.828317530E-3;4.182184637E-1;4.186454896E-1
4.378678975E1;1.552624907E-2;1.554438844E-3;3.424857855E-1;3.428410622E-1
4.379677775E1;1.067024190E-2;-1.029892825E-3;2.672165930E-1;2.674315283E-1
4.380676575E1;7.866770029E-3;8.234456182E-4;1.914394498E-1;1.916027846E-1
4.381675475E1;4.898943473E-3;-5.717845634E-4;1.163723916E-1;1.164768651E-1
4.382674275E1;4.369091243E-3;-1.272173598E-3;3.846450895E-2;3.873274884E-2
4.383673075E1;-1.629945356E-3;-3.464585170E-4;-3.818259761E-2;3.821894184E-2
4.384671875E1;-4.944307264E-3;-1.312310807E-3;-1.119444072E-1;1.120612272E-1
4.385670675E1;-8.758220822E-3;-5.810074508E-4;-1.868977398E-1;1.871037390E-1
4.386669475E1;-9.540938772E-3;2.023410052E-4;-2.613226175E-1;2.614968086E-1
4.387668375E1;-1.469841693E-2;-2.026458271E-3;-3.385407031E-1;3.388656926E-1
4.388667175E1;-1.979232579E-2;-3.138858825E-3;-4.124133289E-1;4.128999182E-1
4.389665975E1;-2.209249884E-2;-2.838720568E-3;-4.875783920E-1;4.880869033E-1
4.390664775E1;-2.376608737E-2;1.011509448E-5;-5.610209703E-1;5.615241368E-1
4.391663575E1;-2.672565915E-2;-1.335048117E-3;-6.318866611E-1;6.324529987E-1
4.392662375E1;-3.006430715E-2;-2.175712027E-3;-7.025595307E-1;7.032058664E-1
4.393661275E1;-3.377356008E-2;-2.018584870E-3;-7.684783340E-1;7.692227751E-1
4.394660075E1;-3.837503120E-2;-5.727102980E-4;-8.363680840E-1;8.372481967E-1
4.395658875E1;-4.331599548E-2;-1.414269209E-3;-9.066020250E-1;9.076373215E-1
4.396657675E1;-4.507839307E-2;-3.455328755E-3;-9.659541845E-1;9.670116274E-1
4.397656475E1;-4.552873597E-2;-3.569312394E-3;-1.025756717E0;1.026772832E0
4.398655275E1;-4.683531448E-2;-1.864283346E-3;-1.089679837E0;1.090687476E0
4.399654075E1;-5.059436336E-2;-3.431553952E-3;-1.145372391E0;1.146494430E0
4.400652975E1;-5.243857205E-2;-1.181522384E-3;-1.201701641E0;1.202845806E0
4.401651775E1;-5.952178314E-2;-3.405528143E-3;-1.255892396E0;1.257306705E0
4.402650575E1;-5.581948534E-2;-3.338865936E-3;-1.305392027E0;1.306589188E0
4.403649375E1;-5.930130184E-2;6.044767797E-4;-1.354711890E0;1.356009335E0
4.404648175E1;-6.314618886E-2;-3.630745225E-3;-1.398357987E0;1.399787728E0
4.405646975E1;-6.389214098E-2;-3.940204158E-3;-1.441645265E0;1.443065764E0
4.406645875E1;-6.241713464E-2;-2.006386407E-3;-1.483601689E0;1.484915451E0
4.407644675E1;-6.731496006E-2;-2.469776198E-3;-1.519675612E0;1.521167765E0
4.408643475E1;-6.685166806E-2;-2.232772298E-3;-1.552042961E0;1.553483661E0
4.409642275E1;-7.157797366E-2;-2.626920119E-3;-1.585329175E0;1.586946407E0
4.410641075E1;-7.004689425E-2;-3.754585050E-3;-1.610732436E0;1.612259174E0
4.411639875E1;-7.036834210E-2;-4.407059867E-3;-1.634054065E0;1.635574459E0
4.412638775E1;-6.927029043E-2;-3.940178081E-3;-1.654427290E0;1.655881504E0
4.413637575E1;-7.308154553E-2;-4.563357681E-3;-1.669244528E0;1.670849793E0
4.414636375E1;-7.681915909E-2;-6.302336697E-3;-1.684188843E0;1.685951648E0
4.415635171E1;-7.364439964E-2;-5.655987188E-3;-1.697549105E0;1.699155217E0
4.416633971E1;-7.451187819E-2;-7.733423263E-4;-1.701753736E0;1.703384394E0
4.417632771E1;-7.616037875E-2;-5.459174514E-3;-1.704995394E0;1.706704280E0
4.418631671E1;-7.418453693E-2;-1.910176128E-3;-1.704897046E0;1.706511334E0
4.419630471E1;-7.688311487E-2;-1.488331705E-3;-1.700743318E0;1.702480855E0
4.420629271E1;-7.519782335E-2;-1.920226030E-3;-1.691814542E0;1.693486003E0
4.421628071E1;-7.476505637E-2;-4.979665391E-3;-1.683706999E0;1.685373510E0
4.422626871E1;-7.460208982E-2;-4.345598631E-3;-1.667019725E0;1.668693836E0
4.423625671E1;-7.314773649E-2;-2.757822163E-3;-1.651478052E0;1.653099499E0
4.424624471E1;-7.439244539E-2;-1.056523994E-3;-1.634053349E0;1.635746222E0
4.425623371E1;-7.288989425E-2;-8.559181355E-3;-1.608216166E0;1.609889883E0
4.426622171E1;-7.071755826E-2;-9.750407189E-4;-1.580327153E0;1.581908921E0
4.427620971E1;-6.712388992E-2;-2.457622439E-3;-1.551195979E0;1.552649549E0
4.428619771E1;-6.686474383E-2;-4.836462904E-3;-1.516714573E0;1.518195436E0
4.429618571E1;-6.514807045E-2;-6.143276114E-3;-1.476837277E0;1.478286290E0
4.430617371E1;-6.242402270E-2;-1.300731674E-3;-1.439674139E0;1.441027438E0
4.431616271E1;-6.271910667E-2;-3.923146054E-3;-1.395302892E0;1.396717308E0
4.432615071E1;-6.000545621E-2;-3.847148735E-3;-1.354231954E0;1.355566169E0
4.433613871E1;-5.613828450E-2;-5.479134154E-3;-1.301038980E0;1.302261094E0
4.434612671E1;-5.573347956E-2;-2.638872713E-3;-1.252388597E0;1.253630879E0
4.435611471E1;-5.117068440E-2;-2.128877677E-3;-1.195855021E0;1.196951212E0
4.436610271E1;-5.189077929E-2;-3.887857776E-3;-1.141241550E0;1.142427260E0
4.437609171E1;-4.770721868E-2;-1.683825627E-3;-1.081466556E0;1.082519619E0
4.438607971E1;-4.641967267E-2;-1.058122143E-3;-1.024386764E0;1.025438514E0
4.439606771E1;-4.408407956E-2;-1.172104850E-3;-9.618252516E-1;9.628357048E-1
4.440605571E1;-3.974138200E-2;-2.013309859E-3;-8.973872066E-1;8.982690184E-1
4.441604371E1;-3.822924197E-2;-3.711608239E-3;-8.305045962E-1;8.313922873E-1
4.442603171E1;-3.438465670E-2;-2.739747986E-3;-7.662134767E-1;7.669895062E-1
4.443601971E1;-3.155185282E-2;-1.447049901E-3;-6.955597997E-1;6.962765602E-1
4.444600871E1;-2.999852411E-2;-1.854118891E-3;-6.259000897E-1;6.266213143E-1
4.445599671E1;-2.584851906E-2;-1.126809977E-3;-5.550738573E-1;5.556765270E-1
4.446598471E1;-2.545778826E-2;-1.558435149E-3;-4.794600308E-1;4.801379477E-1
4.447597271E1;-1.784913614E-2;-7.664104924E-4;-4.078351259E-1;4.082262473E-1
4.448596071E1;-1.739436015E-2;8.670343086E-4;-3.336821198E-1;3.341363084E-1
4.449594871E1;-1.289335266E-2;1.238545403E-3;-2.588398457E-1;2.591637286E-1
4.450593771E1;-7.902286015E-3;2.629496157E-4;-1.819755435E-1;1.821472308E-1
4.451592571E1;-4.502494819E-3;-3.216145560E-4;-1.072182134E-1;1.073131920E-1
4.452591371E1;-7.212925702E-4;-1.617521048E-4;-2.963364497E-2;2.964286324E-2
4.453590171E1;3.210332245E-3;-1.842472702E-3;4.300247505E-2;4.316148514E-2
4.454588971E1;1.754473895E-3;4.738215357E-4;1.197313964E-1;1.197451877E-1
4.455587771E1;9.964732453E-3;1.214979216E-3;1.959246993E-1;1.961817011E-1
4.456586671E1;1.309571043E-2;1.699383371E-3;2.726059258E-1;2.729255875E-1
4.457585471E1;1.874720491E-2;2.588788047E-4;3.473046720E-1;3.478103792E-1
4.458584271E1;1.870515943E-2;2.289814875E-4;4.191721976E-1;4.195894024E-1
4.459583071E1;2.226846851E-2;1.245776191E-3;4.932821095E-1;4.937860632E-1
4.460581871E1;2.443581074E-2;1.716846600E-3;5.657194853E-1;5.662495849E-1
4.461580671E1;2.812082507E-2;1.782893203E-3;6.382477283E-1;6.388694094E-1
4.462579571E1;3.072343394E-2;-1.295758411E-3;7.063446641E-1;7.070137148E-1
4.463578371E1;3.252719343E-2;2.036655322E-3;7.740539312E-1;7.747397335E-1
4.464577171E1;3.646470234E-2;1.298355870E-3;8.427307606E-1;8.435202991E-1
4.465575971E1;4.171885550E-2;2.682400867E-3;9.069963098E-1;9.079592304E-1
4.466574771E1;4.058959335E-2;9.668059647E-4;9.718824625E-1;9.727301634E-1
4.467573571E1;4.495025426E-2;1.838365570E-4;1.031236529E0;1.032215742E0
4.468572371E1;4.693879932E-2;4.542181268E-3;1.091778636E0;1.092796629E0
4.469571271E1;5.222251266E-2;2.312317491E-3;1.150404096E0;1.151591126E0
4.470570071E1;5.353491753E-2;1.550919376E-3;1.204145908E0;1.205336369E0
4.471568871E1;5.478074402E-2;3.719797358E-3;1.258434892E0;1.259632146E0
4.472567671E1;5.750353634E-2;3.673951142E-3;1.309925795E0;1.311192489E0
4.473566471E1;6.321841478E-2;1.111724414E-3;1.358347654E0;1.359818427E0
4.474565271E1;6.329604983E-2;6.412156858E-3;1.403131485E0;1.404573056E0
4.475564171E1;6.562285870E-2;4.311722703E-3;1.443258047E0;1.444755599E0
4.476562971E1;6.566419452E-2;1.692028716E-3;1.482961178E0;1.484415206E0
4.477561771E1;6.749937683E-2;5.434071645E-4;1.519359708E0;1.520858436E0
4.478560571E1;6.845196337E-2;4.572629929E-3;1.554572225E0;1.556085275E0
4.479559371E1;7.235190272E-2;-4.303846508E-4;1.582958102E0;1.584610784E0
4.480558171E1;7.417201996E-2;3.344824538E-3;1.607491255E0;1.609205024E0
4.481557071E1;7.433580607E-2;1.789272763E-3;1.633507848E0;1.635199346E0
4.482555871E1;7.565882802E-2;5.830426700E-3;1.652122855E0;1.653864620E0
4.483554671E1;7.573206723E-2;2.660173923E-4;1.668525815E0;1.670243639E0
4.484553471E1;7.385974377E-2;9.993370622E-5;1.685396910E0;1.687014527E0
4.485552271E1;7.325254381E-2;6.561827846E-3;1.695437312E0;1.697031724E0
4.486551071E1;7.813514769E-2;2.738143317E-3;1.700143576E0;1.701940298E0
4.487549871E1;7.573351264E-2;-1.515990123E-3;1.702502608E0;1.704186901E0
4.488548771E1;7.458857447E-2;6.607914343E-3;1.706390738E0;1.708032925E0
4.489547571E1;7.402398437E-2;3.909332678E-3;1.698851109E0;1.700467560E0
4.490546371E1;7.430027425E-2;3.468223847E-3;1.689543009E0;1.691179511E0
4.491545171E1;7.800287008E-2;2.289284021E-5;1.680740952E0;1.682550028E0
4.492543971E1;7.759233564E-2;8.822444826E-3;1.666638136E0;1.668466686E0
4.493542771E1;7.159862667E-2;4.974177107E-3;1.649537206E0;1.651097847E0
4.494541671E1;7.309703529E-2;7.823761553E-4;1.628637552E0;1.630277297E0
4.495540471E1;6.927965581E-2;1.968548633E-3;1.603103399E0;1.604600902E0
4.496539271E1;7.283689082E-2;5.756432191E-3;1.576585174E0;1.578277276E0
4.497538071E1;7.037186623E-2;4.353744909E-3;1.545943618E0;1.547550589E0
4.498536871E1;6.748636067E-2;2.807442099E-3;1.510580778E0;1.512090135E0
4.499535671E1;6.495235860E-2;4.996028729E-3;1.472038388E0;1.473479143E0
4.500534571E1;6.194190681E-2;4.406639375E-3;1.435378432E0;1.436721080E0
4.501533371E1;6.250330061E-2;2.720812336E-4;1.389245033E0;1.390650387E0
4.502532171E1;5.998741835E-2;4.176153801E-3;1.344530821E0;1.345874830E0
4.503530971E1;5.637164786E-2;2.175055444E-3;1.294650912E0;1.295879423E0
4.504529771E1;5.592670292E-2;2.087013796E-3;1.245448351E0;1.246705156E0
4.505528571E1;5.196844786E-2;2.910196781E-3;1.192499638E0;1.193635026E0
4.506527471E1;5.111506209E-2;3.174089827E-3;1.135939002E0;1.137092890E0
4.507526271E1;4.507688060E-2;6.376951933E-4;1.078457117E0;1.079398946E0
4.508525071E1;4.529916123E-2;2.384321764E-3;1.017654896E0;1.018665394E0
4.509523871E1;4.016352072E-2;1.797361299E-3;9.546476603E-1;9.554938483E-1
4.510522671E1;3.876341507E-2;4.282636568E-3;8.898735642E-1;8.907277382E-1
4.511521471E1;3.642676026E-2;-1.197349280E-3;8.256825805E-1;8.264865796E-1
4.512520271E1;3.269506991E-2;-1.470996067E-4;7.564116716E-1;7.571179606E-1
4.513519171E1;3.095070086E-2;1.147462986E-3;6.918726563E-1;6.925655457E-1
4.514517971E1;2.648488805E-2;-7.646717131E-5;6.171873212E-1;6.177553274E-1
4.515516796E1;2.094658092E-2;6.266077980E-4;5.503271222E-1;5.507259694E-1
4.516515596E1;1.828444935E-2;3.604901955E-3;4.767135084E-1;4.770776514E-1
4.517514396E1;1.795794442E-2;-5.397759378E-4;3.990546763E-1;3.994589013E-1
4.518513196E1;1.132961549E-2;4.191128537E-4;3.256213367E-1;3.258186470E-1
4.519512096E1;9.818537161E-3;1.376786269E-3;2.523500621E-1;2.525447546E-1
4.520510896E1;8.174567483E-3;5.879560485E-4;1.743777692E-1;1.745702599E-1
4.521509696E1;6.070137955E-3;-5.505457520E-4;9.951604903E-2;9.970252599E-2
4.522508496E1;2.159972209E-3;1.440914348E-4;2.571705729E-2;2.580800802E-2
4.523507296E1;-2.418267773E-3;-4.845485091E-5;-5.197001621E-2;5.202627175E-2
4.524506096E1;-2.860852750E-3;-4.144487903E-4;-1.244990975E-1;1.245326524E-1
4.525504996E1;-6.711251102E-3;4.129949957E-4;-2.029204071E-1;2.030317784E-1
4.526503796E1;-1.085064933E-2;1.870878041E-4;-2.770726979E-1;2.772851448E-1
4.527502596E1;-1.593142748E-2;1.317333430E-3;-3.516236246E-1;3.519868167E-1
4.528501396E1;-1.897189952E-2;-9.280322120E-4;-4.271041751E-1;4.275263391E-1
4.529500196E1;-2.180523612E-2;-7.315725088E-5;-4.993163347E-1;4.997922326E-1
4.530498996E1;-2.406350523E-2;-7.276218385E-4;-5.729582906E-1;5.734638476E-1
4.531497796E1;-2.887849882E-2;-2.007802948E-3;-6.420161724E-1;6.426684718E-1
4.532496696E1;-3.147238493E-2;-1.922389492E-3;-7.093408704E-1;7.100413206E-1
4.533495496E1;-3.458828107E-2;-1.843825914E-3;-7.793761492E-1;7.801454549E-1
4.534494296E1;-3.753149137E-2;-3.737961873E-3;-8.470364213E-1;8.478757481E-1
4.535493096E1;-4.095258936E-2;-1.951247454E-3;-9.146087766E-1;9.155272449E-1
4.536491896E1;-4.253276065E-2;-2.443734556E-3;-9.759164453E-1;9.768459017E-1
4.537490696E1;-4.733444005E-2;-2.764379606E-3;-1.036670804E0;1.037754570E0
4.538489596E1;-4.859654605E-2;-3.943122458E-3;-1.097845197E0;1.098927317E0
4.539488396E1;-5.052334070E-2;-2.989711240E-3;-1.152028322E0;1.153139541E0
4.540487196E1;-5.387993157E-2;-3.284033388E-3;-1.208582997E0;1.209787871E0
4.541485996E1;-5.797294527E-2;-1.855780371E-3;-1.262481928E0;1.263813643E0
4.542484796E1;-5.631385371E-2;-1.989161596E-3;-1.312695503E0;1.313904369E0
4.543483596E1;-5.750535056E-2;-3.928741440E-3;-1.362521648E0;1.363740277E0
4.544482396E1;-6.005859375E-2;2.776216716E-4;-1.405048490E0;1.406331529E0
4.545481296E1;-6.332948804E-2;-2.673160285E-3;-1.445250750E0;1.446640072E0
4.546480096E1;-6.619565189E-2;-4.599801265E-3;-1.482585311E0;1.484069482E0
4.547478896E1;-6.852671504E-2;-1.933710650E-3;-1.519824862E0;1.521370192E0
4.548477696E1;-6.574867666E-2;-3.111753613E-3;-1.554245472E0;1.555638634E0
4.549476496E1;-6.795537472E-2;-2.588176169E-3;-1.585156322E0;1.586614381E0
4.550475296E1;-6.844890863E-2;-4.980185535E-3;-1.609954357E0;1.611416485E0
4.551474196E1;-7.370465994E-2;-1.936991699E-3;-1.632091284E0;1.633755822E0
4.552472996E1;-7.373848557E-2;-3.870179877E-3;-1.651861310E0;1.653510850E0
4.553471796E1;-7.409774512E-2;-3.443009220E-3;-1.671403050E0;1.673048262E0
4.554470596E1;-7.613257319E-2;-6.449833047E-3;-1.682536125E0;1.684270044E0
4.555469396E1;-7.710995525E-2;-1.345085911E-3;-1.693104386E0;1.694859940E0
4.556468196E1;-7.653252780E-2;-1.120101660E-3;-1.698131919E0;1.699856022E0
4.557466996E1;-7.716076821E-2;-6.287166849E-3;-1.703364968E0;1.705123317E0
4.558465896E1;-7.757908106E-2;-4.186089151E-3;-1.703423381E0;1.705194198E0
4.559464696E1;-7.721769065E-2;-5.721667781E-3;-1.693808556E0;1.695577404E0
4.560463496E1;-7.676395774E-2;-2.633576281E-3;-1.687271714E0;1.689019088E0
4.561462296E1;-7.533064485E-2;-3.891387489E-3;-1.676880956E0;1.678576656E0
4.562461096E1;-7.471047342E-2;-6.074898876E-3;-1.659377098E0;1.661069208E0
4.563459896E1;-7.428170741E-2;-3.485507332E-3;-1.643737197E0;1.645418455E0
4.564458796E1;-7.427534461E-2;-3.127495758E-3;-1.623486280E0;1.625187469E0
4.565457596E1;-7.205001265E-2;-4.558412358E-3;-1.597916722E0;1.599546759E0
4.566456396E1;-7.178959996E-2;-3.726510331E-3;-1.569240212E0;1.570885890E0
4.567455196E1;-6.757834554E-2;-1.913696527E-3;-1.538753390E0;1.540237803E0
4.568453996E1;-6.593565643E-2;-1.878472976E-3;-1.504008055E0;1.505453841E0
4.569452796E1;-6.235876679E-2;-3.819917329E-3;-1.467378139E0;1.468707531E0
4.570451696E1;-6.521745771E-2;-3.272063099E-3;-1.425880790E0;1.427375231E0
4.571450496E1;-6.080913171E-2;-2.820922993E-3;-1.382217765E0;1.383557609E0
4.572449296E1;-5.780876428E-2;-1.538007520E-3;-1.335758567E0;1.337009786E0
4.573448096E1;-5.512270331E-2;-5.629954860E-3;-1.287491202E0;1.288682973E0
4.574446896E1;-5.350671336E-2;-2.519425005E-3;-1.236855268E0;1.238014649E0
4.575445696E1;-5.109229311E-2;6.249696016E-4;-1.183411241E0;1.184513815E0
4.576444496E1;-5.239434168E-2;-5.223094486E-3;-1.128987074E0;1.130214254E0
4.577443396E1;-4.680489749E-2;-1.742608845E-3;-1.070403337E0;1.071427571E0
4.578442196E1;-4.502845928E-2;-6.355596706E-4;-1.008386612E0;1.009391661E0
4.579440996E1;-4.124943540E-2;-2.197237685E-3;-9.464997649E-1;9.474007329E-1
4.580439796E1;-4.274209216E-2;-3.699565306E-3;-8.802039623E-1;8.812488800E-1
4.581438596E1;-3.844295070E-2;-1.096591353E-3;-8.164417148E-1;8.173470111E-1
4.582437396E1;-3.717569262E-2;-3.661789931E-3;-7.496222258E-1;7.505524113E-1
4.583436296E1;-3.275085241E-2;-2.744331025E-3;-6.801955104E-1;6.809890469E-1
4.584435096E1;-2.665463090E-2;-3.968624398E-3;-6.084050536E-1;6.090015834E-1
4.585433896E1;-2.570601366E-2;1.133459620E-3;-5.377287269E-1;5.383440049E-1
4.586432696E1;-2.361657098E-2;-1.040045172E-3;-4.656348228E-1;4.662345036E-1
4.587431496E1;-1.768517867E-2;-1.682666130E-3;-3.926194608E-1;3.930211673E-1
4.588430296E1;-1.440269314E-2;-7.482152432E-4;-3.181294203E-1;3.184561594E-1
4.589429196E1;-1.088359207E-2;-7.868316025E-4;-2.426855266E-1;2.429307237E-1
4.590427996E1;-4.502540454E-3;-6.630886346E-4;-1.675223410E-1;1.675841499E-1
4.591426796E1;-3.829825902E-3;2.911221236E-4;-9.357246757E-2;9.365126270E-2
4.592425596E1;1.103891991E-3;2.402519807E-3;-1.467652339E-2;1.491278035E-2
4.593424396E1;3.804870415E-3;-2.314336598E-6;5.733721703E-2;5.746332310E-2
4.594423196E1;9.131569415E-3;1.288436353E-3;1.359778345E-1;1.362901944E-1
4.595421996E1;9.304407984E-3;-5.624610931E-4;2.136712968E-1;2.138745227E-1
4.596420896E1;1.612271369E-2;-5.727168173E-5;2.863121033E-1;2.867656982E-1
4.597419696E1;1.607397757E-2;4.892088473E-4;3.607623875E-1;3.611206340E-1
4.598418496E1;1.983767934E-2;6.955070421E-4;4.323872924E-1;4.328426826E-1
4.599417296E1;2.402842790E-2;1.039854251E-3;5.083230734E-1;5.088917307E-1
4.600416096E1;2.751034498E-2;2.638042904E-3;5.792986751E-1;5.799575271E-1
4.601414896E1;2.974287048E-2;1.537891105E-3;6.504104137E-1;6.510919365E-1
4.602413696E1;3.291771933E-2;3.659239970E-3;7.182853818E-1;7.190485769E-1
