x-axis,1,2
second,Volt,Volt
-100.000E-03,+4.887600E+00,-37.023E-03
-99.900E-03,+4.957952E+00,+75.540E-03
-99.800E-03,+4.972023E+00,+159.962E-03
-99.700E-03,+4.972023E+00,+260.214E-03
-99.600E-03,+4.972023E+00,+358.706E-03
-99.500E-03,+4.972023E+00,+429.058E-03
-99.400E-03,+4.998404E+00,+553.932E-03
-99.300E-03,+4.972023E+00,+610.214E-03
-99.200E-03,+4.972023E+00,+722.776E-03
-99.100E-03,+4.972023E+00,+779.058E-03
-99.000E-03,+4.970264E+00,+865.239E-03
-98.900E-03,+4.972023E+00,+963.731E-03
-98.800E-03,+4.972023E+00,+1.034083E+00
-98.700E-03,+4.972023E+00,+1.116746E+00
-98.600E-03,+4.970264E+00,+1.201168E+00
-98.500E-03,+4.972023E+00,+1.257450E+00
-98.400E-03,+4.972023E+00,+1.315490E+00
-98.300E-03,+4.972023E+00,+1.412224E+00
-98.200E-03,+4.970264E+00,+1.510716E+00
-98.100E-03,+4.972023E+00,+1.566997E+00
-98.000E-03,+4.972023E+00,+1.623279E+00
-97.900E-03,+4.972023E+00,+1.695389E+00
-97.800E-03,+4.972023E+00,+1.763982E+00
-97.700E-03,+4.972023E+00,+1.820264E+00
-97.600E-03,+4.970264E+00,+1.876545E+00
-97.500E-03,+4.972023E+00,+1.960967E+00
-97.400E-03,+4.972023E+00,+2.017249E+00
-97.300E-03,+4.972023E+00,+2.073530E+00
-97.200E-03,+4.972023E+00,+2.131570E+00
-97.100E-03,+4.972023E+00,+2.173781E+00
-97.000E-03,+4.972023E+00,+2.242374E+00
-96.900E-03,+4.972023E+00,+2.298656E+00
-96.800E-03,+4.972023E+00,+2.354937E+00
-96.700E-03,+4.972023E+00,+2.383078E+00
-96.600E-03,+4.972023E+00,+2.467500E+00
-96.500E-03,+4.972023E+00,+2.495641E+00
-96.400E-03,+4.972023E+00,+2.523781E+00
-96.300E-03,+4.972023E+00,+2.608203E+00
-96.200E-03,+4.972023E+00,+2.636344E+00
-96.100E-03,+4.986093E+00,+2.692626E+00
-96.000E-03,+4.998404E+00,+2.720766E+00
-95.900E-03,+4.972023E+00,+2.777048E+00
-95.800E-03,+4.972023E+00,+2.805188E+00
-95.700E-03,+4.972023E+00,+2.861470E+00
-95.600E-03,+4.972023E+00,+2.889611E+00
-95.500E-03,+4.972023E+00,+2.945892E+00
-95.400E-03,+4.972023E+00,+2.974033E+00
-95.300E-03,+4.984334E+00,+3.030314E+00
-95.200E-03,+4.972023E+00,+3.058455E+00
