Temps;EA0;Temps;EA1
0,00965;-0,627359377220273;0,00965;-2,50423044338822
0,0097;-0,662185031920671;0,0097;-2,51419158279896
0,00975;-0,672135218977928;0,00975;-2,50423044338822
0,0098;-0,692035593092442;0,0098;-2,50921101309359
0,00985;-0,706960873678327;0,00985;-2,50921101309359
0,0099;-0,72686124779284;0,0099;-2,50423044338822
0,00995;-0,741786528378725;0,00995;-2,50921101309359
0,01;-0,75671180896461;0,01;-2,50423044338822
0,01005;-0,78656237013638;0,01005;-2,51419158279896
0,0101;-0,796512557193637;0,0101;-2,50921101309359
0,01015;-0,821388024836779;0,01015;-2,51419158279896
0,0102;-0,81641293130815;0,0102;-2,49426930397749
0,01025;-0,841288398951292;0,01025;-2,50423044338822
0,0103;-0,856213679537177;0,0103;-2,50423044338822
0,01035;-0,886064240708947;0,01035;-2,51419158279896
0,0104;-0,891039334237576;0,0104;-2,49924987368286
0,01045;-0,910939708352089;0,01045;-2,50921101309359
0,0105;-0,925864988937974;0,0105;-2,50423044338822
0,01055;-0,940790269523859;0,01055;-2,50921101309359
0,0106;-0,960690643638372;0,0106;-2,50423044338822
0,01065;-1,04029214009643;0,01065;-2,56399727985263
0,0107;-0,990541204810143;0,0107;-2,50921101309359
0,01075;-1,00546648539603;0,01075;-2,50423044338822
0,0108;-1,02039176598191;0,0108;-2,50921101309359
0,01085;-1,0353170465678;0,01085;-2,50921101309359
0,0109;-1,05521742068231;0,0109;-2,51419158279896
0,01095;-1,06019251421094;0,01095;-2,50423044338822
0,011;-1,05024232715368;0,011;-2,48928873427212
0,01105;-1,09004307538271;0,01105;-2,50423044338822
0,0111;-1,10496835596859;0,0111;-2,50921101309359
0,01115;-1,09501816891134;0,01115;-2,48928873427212
0,0112;-1,12984382361174;0,0112;-2,50921101309359
0,01125;-1,15471929125488;0,01125;-2,51419158279896
0,0113;-1,15471929125488;0,0113;-2,50423044338822
0,01135;-1,17461966536939;0,01135;-2,50423044338822
0,0114;-1,18456985242665;0,0114;-2,50423044338822
0,01145;-1,19949513301253;0,01145;-2,50921101309359
0,0115;-1,20944532006979;0,0115;-2,50921101309359
0,01155;-1,22437060065567;0,01155;-2,50921101309359
0,0116;-1,17959475889802;0,0116;-2,45940531603992
0,01165;-1,25422116182745;0,01165;-2,51419158279896
0,0117;-1,25919625535607;0,0117;-2,50423044338822
0,01175;-1,27909662947059;0,01175;-2,50921101309359
0,0118;-1,28407172299922;0,0118;-2,50423044338822
0,01185;-1,29402191005647;0,01185;-2,49924987368286
0,0119;-1,31392228417099;0,0119;-2,50921101309359
0,01195;-1,31889737769961;0,01195;-2,50423044338822
0,012;-1,33879775181413;0,012;-2,50921101309359
0,01205;-1,34377284534276;0,01205;-2,50423044338822
0,0121;-1,37362340651453;0,0121;-2,52415272220969
0,01215;-1,37859850004315;0,01215;-2,51419158279896
0,0122;-1,37859850004315;0,0122;-2,50423044338822
0,01225;-1,39352378062904;0,01225;-2,50921101309359
0,0123;-1,4034739676863;0,0123;-2,51419158279896
0,01235;-1,41342415474355;0,01235;-2,50423044338822
0,0124;-1,42834943532944;0,0124;-2,51419158279896
0,01245;-1,43332452885807;0,01245;-2,50423044338822
0,0125;-1,45322490297258;0,0125;-2,51419158279896
0,01255;-1,46317509002984;0,01255;-2,51419158279896
0,0126;-1,46815018355846;0,0126;-2,50921101309359
0,01265;-1,47810037061572;0,01265;-2,50921101309359
0,0127;-1,54277658648789;0,0127;-2,54905557073653
0,01275;-1,48805055767298;0,01275;-2,50423044338822
0,0128;-1,51292602531612;0,0128;-2,51419158279896
0,01285;-1,51790111884475;0,01285;-2,50921101309359
0,0129;-1,527851305902;0,0129;-2,50921101309359
0,01295;-1,53282639943063;0,01295;-2,50921101309359
0,013;-1,53780149295926;0,013;-2,50423044338822
0,01305;-1,5626769606024;0,01305;-2,51419158279896
0,0131;-1,5626769606024;0,0131;-2,50921101309359
0,01315;-1,57760224118829;0,01315;-2,50921101309359
0,0132;-1,58755242824554;0,0132;-2,51419158279896
0,01325;-1,57760224118829;0,01325;-2,49426930397749
0,0133;-1,66217883117497;0,0133;-2,55901671014726
0,01335;-1,60745280236006;0,01335;-2,50921101309359
0,0134;-1,61242789588869;0,0134;-2,50423044338822
0,01345;-1,6323282700032;0,01345;-2,51419158279896
0,0135;-1,63730336353183;0,0135;-2,51419158279896
0,01355;-1,63730336353183;0,01355;-2,50423044338822
0,0136;-1,65720373764634;0,0136;-2,51419158279896
0,01365;-1,62735317647457;0,01365;-2,48430816456676
0,0137;-1,66217883117497;0,0137;-2,50423044338822
0,01375;-1,67710411176085;0,01375;-2,50423044338822
0,0138;-1,68705429881811;0,0138;-2,50423044338822
0,01385;-1,69700448587537;0,01385;-2,51419158279896
0,0139;-1,70695467293262;0,0139;-2,51419158279896
0,01395;-1,71690485998988;0,01395;-2,51419158279896
0,014;-1,72685504704714;0,014;-2,51917215250432
0,01405;-1,71690485998988;0,01405;-2,49924987368286
0,0141;-1,73680523410439;0,0141;-2,51419158279896
0,01415;-1,74675542116165;0,01415;-2,50921101309359
0,0142;-1,76168070174754;0,0142;-2,51917215250432
0,01425;-1,70695467293262;0,01425;-2,46936645545065
0,0143;-1,76665579527617;0,0143;-2,50921101309359
0,01435;-1,77163088880479;0,01435;-2,50921101309359
0,0144;-1,78158107586205;0,0144;-2,50921101309359
0,01445;-1,78158107586205;0,01445;-2,50921101309359
0,0145;-1,81143163703382;0,0145;-2,52415272220969
0,01455;-1,80148144997656;0,01455;-2,50921101309359
0,0146;-1,80645654350519;0,0146;-2,50921101309359
0,01465;-1,81143163703382;0,01465;-2,50921101309359
0,0147;-1,81640673056245;0,0147;-2,50921101309359
0,01475;-1,83630710467696;0,01475;-2,51917215250432
0,0148;-1,83630710467696;0,0148;-2,50921101309359
0,01485;-1,84128219820559;0,01485;-2,50921101309359
0,0149;-1,84625729173422;0,0149;-2,50921101309359
0,01495;-1,85123238526285;0,01495;-2,50921101309359
0,015;-1,86615766584873;0,015;-2,50921101309359
0,01505;-1,8611825723201;0,01505;-2,50921101309359
0,0151;-1,87113275937736;0,0151;-2,51419158279896
0,01515;-1,87113275937736;0,01515;-2,50423044338822
0,0152;-1,88605803996325;0,0152;-2,50921101309359
0,01525;-1,89103313349187;0,01525;-2,51419158279896
0,0153;-1,8960082270205;0,0153;-2,50423044338822
0,01535;-1,91093350760639;0,01535;-2,51419158279896
0,0154;-1,91093350760639;0,0154;-2,50921101309359
0,01545;-1,90595841407776;0,01545;-2,50423044338822
0,0155;-1,91590860113502;0,0155;-2,50423044338822
0,01555;-1,9308338817209;0,01555;-2,51419158279896
0,0156;-1,9308338817209;0,0156;-2,50921101309359
0,01565;-1,94078406877816;0,01565;-2,51917215250432
0,0157;-1,96068444289267;0,0157;-2,51917215250432
0,01575;-1,94575916230679;0,01575;-2,50921101309359
0,0158;-1,95570934936404;0,0158;-2,50921101309359
0,01585;-1,9656595364213;0,01585;-2,51917215250432
0,0159;-1,97063462994993;0,0159;-2,51419158279896
0,01595;-2,04028593935072;0,01595;-2,568977849558
0,016;-1,98058481700718;0,016;-2,51419158279896
0,01605;-1,98058481700718;0,01605;-2,51419158279896
0,0161;-1,99053500406444;0,0161;-2,51419158279896
0,01615;-1,99551009759307;0,01615;-2,51419158279896
0,0162;-1,99551009759307;0,0162;-2,50921101309359
0,01625;-1,99551009759307;0,01625;-2,50423044338822
0,0163;-2,02536065876484;0,0163;-2,52415272220969
0,01635;-2,01043537817895;0,01635;-2,50921101309359
0,0164;-2,01541047170758;0,0164;-2,50921101309359
0,01645;-2,01541047170758;0,01645;-2,50423044338822
0,0165;-2,02038556523621;0,0165;-2,50423044338822
0,01655;-2,0353108458221;0,01655;-2,51419158279896
0,0166;-2,0353108458221;0,0166;-2,50921101309359
0,01665;-2,04028593935072;0,01665;-2,51419158279896
0,0167;-2,05521121993661;0,0167;-2,51917215250432
0,01675;-2,04028593935072;0,01675;-2,50423044338822
0,0168;-2,06516140699387;0,0168;-2,51917215250432
0,01685;-2,06018631346524;0,01685;-2,51419158279896
0,0169;-2,09998706169426;0,0169;-2,54407500103116
0,01695;-2,06516140699387;0,01695;-2,51419158279896
0,017;-2,06018631346524;0,017;-2,50423044338822
0,01705;-2,07013650052249;0,01705;-2,50423044338822
0,0171;-2,07013650052249;0,0171;-2,50423044338822
0,01715;-2,08506178110838;0,01715;-2,51419158279896
0,0172;-2,09501196816564;0,0172;-2,51419158279896
0,01725;-2,09003687463701;0,01725;-2,50921101309359
0,0173;-2,09003687463701;0,0173;-2,50921101309359
0,01735;-2,10496215522289;0,01735;-2,51419158279896
0,0174;-2,07013650052249;0,0174;-2,48928873427212
0,01745;-2,10993724875152;0,01745;-2,51419158279896
0,0175;-2,10993724875152;0,0175;-2,50921101309359
0,01755;-2,11491234228015;0,01755;-2,50921101309359
0,0176;-2,11988743580878;0,0176;-2,51419158279896
0,01765;-2,09998706169426;0,01765;-2,49426930397749
0,0177;-2,12486252933741;0,0177;-2,51419158279896
0,01775;-2,14476290345192;0,01775;-2,51917215250432
0,0178;-2,13481271639466;0,0178;-2,51419158279896
0,01785;-2,14973799698055;0,01785;-2,52415272220969
0,0179;-2,13481271639466;0,0179;-2,50921101309359
0,01795;-2,14476290345192;0,01795;-2,50921101309359
0,018;-2,13978780992329;0,018;-2,50921101309359
0,01805;-2,14476290345192;0,01805;-2,50921101309359
0,0181;-2,1596881840378;0,0181;-2,51419158279896
0,01815;-2,1596881840378;0,01815;-2,50921101309359
0,0182;-2,16466327756643;0,0182;-2,51419158279896
0,01825;-2,16466327756643;0,01825;-2,50921101309359
0,0183;-2,1596881840378;0,0183;-2,50423044338822
0,01835;-2,13978780992329;0,01835;-2,48928873427212
0,0184;-2,17461346462369;0,0184;-2,51419158279896
0,01845;-2,17461346462369;0,01845;-2,50921101309359
0,0185;-2,18456365168095;0,0185;-2,51419158279896
0,01855;-2,17958855815232;0,01855;-2,50921101309359
0,0186;-2,18953874520957;0,0186;-2,51419158279896
0,01865;-2,19948893226683;0,01865;-2,51917215250432
0,0187;-2,1945138387382;0,0187;-2,50921101309359
0,01875;-2,19948893226683;0,01875;-2,51419158279896
0,0188;-2,19948893226683;0,0188;-2,50921101309359
0,01885;-2,21938930638134;0,01885;-2,52415272220969
0,0189;-2,20943911932409;0,0189;-2,51419158279896
0,01895;-2,264165148139;0,01895;-2,54905557073653
0,019;-2,21441421285272;0,019;-2,51419158279896
0,01905;-2,2293394934386;0,01905;-2,52415272220969
0,0191;-2,21938930638134;0,0191;-2,51419158279896
0,01915;-2,22436439990997;0,01915;-2,51419158279896
0,0192;-2,22436439990997;0,0192;-2,50921101309359
0,01925;-2,22436439990997;0,01925;-2,51419158279896
0,0193;-2,21938930638134;0,0193;-2,50423044338822
0,01935;-2,2293394934386;0,01935;-2,50921101309359
0,0194;-2,22436439990997;0,0194;-2,50921101309359
0,01945;-2,23928968049586;0,01945;-2,51419158279896
0,0195;-2,23928968049586;0,0195;-2,51419158279896
0,01955;-2,24426477402449;0,01955;-2,51917215250432
0,0196;-2,25421496108174;0,0196;-2,52415272220969
0,01965;-2,25421496108174;0,01965;-2,52415272220969
0,0197;-2,24923986755311;0,0197;-2,50921101309359
0,01975;-2,24923986755311;0,01975;-2,51419158279896
0,0198;-2,25421496108174;0,0198;-2,50921101309359
0,01985;-2,25421496108174;0,01985;-2,50921101309359
0,0199;-2,25919005461037;0,0199;-2,51419158279896
0,01995;-2,25919005461037;0,01995;-2,51419158279896
0,02;-2,26914024166763;0,02;-2,51419158279896
0,02005;-2,25421496108174;0,02005;-2,50423044338822
0,0201;-2,26914024166763;0,0201;-2,51419158279896
0,02015;-2,264165148139;0,02015;-2,50921101309359
0,0202;-2,27411533519626;0,0202;-2,51917215250432
0,02025;-2,26914024166763;0,02025;-2,50921101309359
0,0203;-2,27909042872488;0,0203;-2,51419158279896
0,02035;-2,27909042872488;0,02035;-2,51419158279896
0,0204;-2,28904061578214;0,0204;-2,51917215250432
0,02045;-2,29401570931077;0,02045;-2,52415272220969
0,0205;-2,28406552225351;0,0205;-2,50921101309359
0,02055;-2,28406552225351;0,02055;-2,50921101309359
0,0206;-2,28904061578214;0,0206;-2,51419158279896
0,02065;-2,2293394934386;0,02065;-2,46936645545065
0,0207;-2,29401570931077;0,0207;-2,51419158279896
0,02075;-2,28904061578214;0,02075;-2,50423044338822
0,0208;-2,30396589636803;0,0208;-2,51419158279896
0,02085;-2,2989908028394;0,02085;-2,51419158279896
0,0209;-2,30894098989666;0,0209;-2,51917215250432
0,02095;-2,30396589636803;0,02095;-2,50921101309359
0,021;-2,32386627048254;0,021;-2,52415272220969
0,02105;-2,28406552225351;0,02105;-2,49924987368286
0,0211;-2,31391608342528;0,0211;-2,51917215250432
0,02115;-2,30396589636803;0,02115;-2,50921101309359
0,0212;-2,31391608342528;0,0212;-2,51419158279896
0,02125;-2,31391608342528;0,02125;-2,50921101309359
0,0213;-2,32884136401117;0,0213;-2,52415272220969
0,02135;-2,32386627048254;0,02135;-2,51917215250432
0,0214;-2,31889117695391;0,0214;-2,51419158279896
0,02145;-2,31889117695391;0,02145;-2,50921101309359
0,0215;-2,32884136401117;0,0215;-2,51917215250432
0,02155;-2,31889117695391;0,02155;-2,50921101309359
0,0216;-2,36366701871157;0,0216;-2,54407500103116
0,02165;-2,3338164575398;0,02165;-2,51917215250432
0,0217;-2,31889117695391;0,0217;-2,50423044338822
0,02175;-2,3338164575398;0,02175;-2,51419158279896
0,0218;-2,32386627048254;0,0218;-2,50423044338822
0,02185;-2,34376664459705;0,02185;-2,51917215250432
0,0219;-2,33879155106843;0,0219;-2,51419158279896
0,02195;-2,3338164575398;0,02195;-2,50921101309359
0,022;-2,35371683165431;0,022;-2,52415272220969
0,02205;-2,33879155106843;0,02205;-2,50921101309359
0,0221;-2,2989908028394;0,0221;-2,48430816456676
0,02215;-2,34376664459705;0,02215;-2,50921101309359
0,0222;-2,34376664459705;0,0222;-2,50921101309359
0,02225;-2,34874173812568;0,02225;-2,51419158279896
0,0223;-2,34874173812568;0,0223;-2,51419158279896
0,02235;-2,35371683165431;0,02235;-2,51917215250432
0,0224;-2,35371683165431;0,0224;-2,51419158279896
0,02245;-2,35371683165431;0,02245;-2,51917215250432
0,0225;-2,35371683165431;0,0225;-2,50921101309359
0,02255;-2,35371683165431;0,02255;-2,50921101309359
0,0226;-2,34874173812568;0,0226;-2,50921101309359
0,02265;-2,36366701871157;0,02265;-2,51419158279896
0,0227;-2,3338164575398;0,0227;-2,49426930397749
0,02275;-2,35869192518294;0,02275;-2,50921101309359
0,0228;-2,36366701871157;0,0228;-2,51419158279896
0,02285;-2,36366701871157;0,02285;-2,51419158279896
0,0229;-2,36366701871157;0,0229;-2,51419158279896
0,02295;-2,35869192518294;0,02295;-2,50423044338822
0,023;-2,36366701871157;0,023;-2,50921101309359
0,02305;-2,35371683165431;0,02305;-2,49924987368286
0,0231;-2,35371683165431;0,0231;-2,49924987368286
0,02315;-2,3686421122402;0,02315;-2,51419158279896
0,0232;-2,36366701871157;0,0232;-2,50921101309359
0,02325;-2,3686421122402;0,02325;-2,50921101309359
0,0233;-2,37361720576882;0,0233;-2,51419158279896
0,02335;-2,37859229929745;0,02335;-2,51419158279896
0,0234;-2,37361720576882;0,0234;-2,50921101309359
0,02345;-2,37859229929745;0,02345;-2,51419158279896
0,0235;-2,37859229929745;0,0235;-2,50921101309359
0,02355;-2,37361720576882;0,02355;-2,50423044338822
0,0236;-2,38854248635471;0,0236;-2,51419158279896
0,02365;-2,38356739282608;0,02365;-2,50423044338822
0,0237;-2,38854248635471;0,0237;-2,51917215250432
0,02375;-2,38854248635471;0,02375;-2,51419158279896
0,0238;-2,39351757988334;0,0238;-2,51917215250432
0,02385;-2,39351757988334;0,02385;-2,51419158279896
0,0239;-2,38854248635471;0,0239;-2,51419158279896
0,02395;-2,39351757988334;0,02395;-2,51917215250432
0,024;-2,39351757988334;0,024;-2,51419158279896
0,02405;-2,39351757988334;0,02405;-2,51419158279896
0,0241;-2,39849267341197;0,0241;-2,51419158279896
0,02415;-2,38356739282608;0,02415;-2,50423044338822
0,0242;-2,39351757988334;0,0242;-2,51419158279896
0,02425;-2,39351757988334;0,02425;-2,50921101309359
0,0243;-2,42336814105511;0,0243;-2,53411386162043
0,02435;-2,40346776694059;0,02435;-2,51917215250432
0,0244;-2,38356739282608;0,0244;-2,49924987368286
0,02445;-2,39849267341197;0,02445;-2,50921101309359
0,0245;-2,39849267341197;0,0245;-2,51419158279896
0,02455;-2,39849267341197;0,02455;-2,51419158279896
0,0246;-2,40346776694059;0,0246;-2,51419158279896
0,02465;-2,40346776694059;0,02465;-2,50921101309359
0,0247;-2,40346776694059;0,0247;-2,51419158279896
0,02475;-2,44326851516962;0,02475;-2,53909443132579
0,0248;-2,40346776694059;0,0248;-2,50921101309359
0,02485;-2,40844286046922;0,02485;-2,50921101309359
0,0249;-2,40844286046922;0,0249;-2,51419158279896
0,02495;-2,40844286046922;0,02495;-2,51419158279896
0,025;-2,41341795399785;0,025;-2,51419158279896
0,02505;-2,40844286046922;0,02505;-2,51419158279896
0,0251;-2,42336814105511;0,0251;-2,51917215250432
0,02515;-2,40844286046922;0,02515;-2,50921101309359
0,0252;-2,40844286046922;0,0252;-2,50921101309359
0,02525;-2,41341795399785;0,02525;-2,51419158279896
0,0253;-2,40844286046922;0,0253;-2,50921101309359
0,02535;-2,40346776694059;0,02535;-2,50921101309359
0,0254;-2,42336814105511;0,0254;-2,52415272220969
